"ID","holiday","workingday","weather","temp","atemp","humidity","windspeed","count"
4096,"No","No","Light Rain",14.76,17.425,87,12.998,206
1172,"No","No","Clear",18.86,22.725,38,26.0027,194
4072,"No","No","Mist",16.4,20.455,76,19.9995,223
5057,"No","No","Clear",15.58,19.695,71,0,171
5388,"No","No","Clear",12.3,13.635,49,19.9995,228
2762,"No","No","Clear",26.24,28.79,83,11.0014,147
2156,"No","Yes","Clear",23.78,27.275,88,15.0013,274
5390,"No","No","Clear",13.12,15.15,45,19.0012,207
5458,"Yes","No","Clear",11.48,13.635,36,16.9979,202
7525,"No","No","Mist",24.6,30.305,60,8.9981,230
4212,"No","Yes","Clear",24.6,31.06,53,0,235
6443,"No","Yes","Clear",12.3,13.635,45,19.9995,210
10633,"No","No","Mist",16.4,20.455,87,19.0012,219
5793,"Yes","No","Clear",8.2,9.09,55,22.0028,185
8439,"No","Yes","Mist",28.7,32.575,51,15.0013,211
3418,"No","Yes","Clear",26.24,31.06,44,11.0014,264
4590,"No","Yes","Mist",16.4,20.455,86,15.0013,245
3552,"No","Yes","Clear",29.52,34.09,62,15.0013,230
4257,"No","No","Clear",20.5,24.24,77,0,185
7447,"No","Yes","Mist",26.24,31.06,53,7.0015,259
3616,"No","Yes","Mist",29.52,33.335,48,6.0032,219
9038,"No","No","Clear",27.06,31.06,61,0,261
2833,"No","Yes","Clear",28.7,33.335,79,12.998,186
7560,"No","Yes","Light Rain",22.14,25.76,88,15.0013,156
10740,"No","Yes","Clear",11.48,15.91,48,0,213
3255,"No","Yes","Clear",31.16,34.85,52,16.9979,216
5199,"No","No","Clear",13.12,14.395,31,26.0027,241
2016,"No","Yes","Clear",22.14,25.76,52,0,203
10381,"No","No","Mist",13.12,16.665,57,7.0015,145
132,"No","Yes","Clear",9.02,11.365,51,11.0014,172
6321,"No","No","Mist",13.12,15.91,45,12.998,237
6303,"No","No","Clear",18.04,21.97,44,11.0014,148
10014,"No","Yes","Mist",16.4,20.455,40,32.9975,262
5147,"No","Yes","Clear",11.48,12.88,52,22.0028,156
6103,"No","Yes","Mist",12.3,15.15,42,8.9981,176
4436,"No","No","Clear",22.14,25.76,52,31.0009,178
5772,"No","No","Clear",9.02,11.365,27,12.998,206
7805,"No","Yes","Mist",24.6,31.06,46,11.0014,267
9424,"No","No","Clear",22.14,25.76,64,0,151
2170,"No","Yes","Mist",21.32,25,94,16.9979,151
822,"No","Yes","Mist",22.96,26.515,35,19.9995,146
2194,"No","Yes","Clear",22.14,25.76,88,12.998,274
2796,"No","Yes","Clear",30.34,34.09,58,8.9981,227
6472,"No","Yes","Clear",13.12,15.91,49,12.998,148
3360,"No","Yes","Clear",31.98,34.85,46,16.9979,230
8426,"No","Yes","Clear",30.34,33.335,48,11.0014,214
2992,"No","Yes","Light Rain",33.62,37.88,46,8.9981,158
6079,"No","Yes","Clear",10.66,11.365,48,22.0028,158
1177,"No","No","Clear",18.04,21.97,41,23.9994,241
8209,"No","Yes","Clear",32.8,37.12,49,11.0014,272
6420,"No","No","Clear",13.94,14.395,31,36.9974,263
2079,"No","Yes","Mist",21.32,25,88,12.998,223
8765,"No","Yes","Mist",32.8,37.12,52,12.998,253
3037,"No","Yes","Mist",27.06,31.06,61,11.0014,166
6485,"No","Yes","Clear",14.76,16.665,50,19.9995,147
4568,"No","Yes","Mist",14.76,17.425,81,12.998,164
6266,"No","Yes","Mist",11.48,14.395,93,7.0015,226
1871,"No","Yes","Clear",16.4,20.455,62,22.0028,191
9886,"No","Yes","Clear",17.22,21.21,67,11.0014,172
5034,"No","No","Clear",12.3,15.91,61,6.0032,175
5005,"No","Yes","Clear",17.22,21.21,44,7.0015,170
9459,"No","Yes","Mist",25.42,30.305,69,15.0013,252
2273,"No","Yes","Clear",31.98,33.335,24,22.0028,185
9681,"No","No","Light Rain",16.4,20.455,82,15.0013,157
8004,"No","Yes","Clear",27.88,31.82,36,27.9993,448
10369,"No","No","Clear",14.76,16.665,46,16.9979,320
4050,"No","Yes","Mist",22.96,26.515,68,8.9981,540
8789,"No","Yes","Mist",32.8,37.12,52,0,313
9941,"No","Yes","Clear",25.42,31.06,53,23.9994,332
2900,"No","No","Clear",34.44,36.365,32,0,401
10570,"No","Yes","Clear",10.66,12.88,60,12.998,373
3476,"No","No","Clear",31.16,35.605,62,8.9981,329
6519,"No","Yes","Mist",24.6,31.06,43,26.0027,302
9888,"No","Yes","Clear",18.04,21.97,62,0,835
8214,"No","Yes","Clear",36.9,38.635,25,12.998,310
7494,"No","Yes","Clear",25.42,30.305,23,15.0013,334
1791,"No","No","Mist",19.68,23.485,77,7.0015,281
9392,"No","Yes","Mist",29.52,33.335,51,0,563
10492,"No","Yes","Clear",23.78,27.275,56,6.0032,321
6877,"No","Yes","Clear",26.24,31.06,27,15.0013,372
8749,"No","Yes","Clear",30.34,34.85,70,12.998,317
8479,"No","No","Clear",32.8,37.88,55,11.0014,560
6995,"No","Yes","Clear",22.14,25.76,34,19.9995,646
5051,"No","No","Clear",14.76,17.425,81,11.0014,329
9359,"No","Yes","Clear",22.14,25.76,77,0,571
7514,"No","No","Clear",22.96,26.515,49,6.0032,411
1820,"No","Yes","Clear",27.06,31.06,65,12.998,537
9509,"No","Yes","Clear",24.6,31.06,40,16.9979,289
9265,"No","No","Clear",25.42,30.305,61,16.9979,299
8553,"No","Yes","Clear",37.72,40.91,29,0,770
9532,"No","Yes","Mist",24.6,31.06,43,11.0014,323
2866,"No","Yes","Mist",28.7,33.335,79,12.998,332
6611,"No","Yes","Mist",25.42,31.06,38,27.9993,644
7233,"No","Yes","Clear",24.6,31.06,43,6.0032,748
5932,"No","Yes","Clear",9.84,11.365,65,15.0013,441
9803,"No","Yes","Clear",17.22,21.21,41,15.0013,493
6816,"No","Yes","Clear",13.94,15.15,66,26.0027,306
10511,"No","Yes","Mist",18.04,21.97,88,11.0014,721
9346,"No","Yes","Clear",27.06,31.06,44,16.9979,977
8696,"No","No","Clear",36.9,40.91,39,19.9995,450
7131,"No","No","Clear",25.42,31.06,46,19.9995,528
8053,"No","Yes","Clear",27.06,31.06,50,7.0015,333
1822,"No","Yes","Mist",25.42,30.305,69,8.9981,314
8207,"No","Yes","Clear",30.34,34.09,58,0,483
10872,"No","Yes","Clear",11.48,14.395,75,7.0015,317
10204,"No","No","Clear",21.32,25,39,0,651
10846,"No","Yes","Clear",14.76,17.425,93,8.9981,355
6415,"No","No","Clear",13.94,15.15,42,23.9994,327
7151,"Yes","No","Clear",21.32,25,83,8.9981,387
5704,"No","Yes","Mist",17.22,21.21,71,11.0014,330
3070,"No","No","Clear",30.34,34.09,48,12.998,406
7439,"No","Yes","Mist",22.96,26.515,94,12.998,418
9655,"No","No","Clear",24.6,31.06,46,27.9993,620
9413,"No","No","Clear",27.88,31.82,36,12.998,704
4049,"No","Yes","Mist",23.78,27.275,64,8.9981,568
9383,"No","Yes","Mist",22.96,26.515,88,0,454
10209,"No","No","Clear",18.04,21.97,54,8.9981,359
7640,"No","Yes","Clear",27.06,31.06,31,12.998,430
7883,"No","Yes","Clear",30.34,32.575,30,15.0013,555
10344,"No","Yes","Clear",13.94,17.425,53,7.0015,351
6803,"No","No","Clear",21.32,25,55,19.0012,555
10185,"No","Yes","Clear",17.22,21.21,44,7.0015,496
10852,"No","Yes","Clear",20.5,24.24,42,19.0012,286
8361,"No","Yes","Clear",31.98,34.85,40,11.0014,849
2752,"No","No","Clear",32.8,38.635,59,15.0013,421
7885,"No","Yes","Clear",28.7,31.82,37,8.9981,339
8473,"No","No","Clear",27.06,31.06,74,12.998,282
9434,"No","No","Clear",25.42,31.06,50,7.0015,490
6990,"No","Yes","Clear",22.14,25.76,28,39.0007,281
2543,"No","Yes","Clear",26.24,31.06,44,16.9979,331
2587,"No","Yes","Clear",31.16,33.335,27,8.9981,312
8840,"No","Yes","Clear",31.98,36.365,55,19.9995,467
7923,"No","No","Clear",31.16,34.09,45,6.0032,499
4208,"No","Yes","Clear",18.86,22.725,82,0,417
10129,"No","Yes","Mist",10.66,12.12,60,19.0012,368
2778,"Yes","No","Clear",33.62,37.12,43,6.0032,408
7684,"No","No","Clear",27.06,31.06,36,0,642
6989,"No","Yes","Clear",22.14,25.76,28,47.9988,280
10466,"No","No","Mist",13.12,15.91,81,11.0014,355
1749,"No","Yes","Clear",26.24,31.06,31,23.9994,362
1847,"No","Yes","Clear",27.06,31.06,61,12.998,290
10734,"No","Yes","Clear",14.76,17.425,34,8.9981,280
4599,"No","Yes","Clear",18.86,22.725,36,26.0027,290
9892,"No","Yes","Mist",21.32,25,45,22.0028,325
9701,"Yes","No","Mist",17.22,21.21,62,12.998,405
6625,"No","Yes","Mist",18.86,22.725,82,19.0012,308
3382,"No","Yes","Clear",32.8,34.85,26,16.9979,413
2775,"Yes","No","Mist",31.98,35.605,52,0,447
8627,"No","Yes","Clear",30.34,34.85,66,16.9979,652
10370,"No","No","Clear",15.58,19.695,43,12.998,423
7656,"No","Yes","Clear",21.32,25,59,8.9981,745
8841,"No","Yes","Clear",32.8,37.12,52,19.0012,730
10306,"No","Yes","Clear",12.3,15.15,52,11.0014,396
7666,"No","Yes","Clear",26.24,31.06,38,15.0013,669
10496,"No","Yes","Clear",21.32,25,63,7.0015,708
10750,"No","Yes","Clear",8.2,10.605,72,7.0015,308
5031,"No","No","Clear",15.58,19.695,46,0,305
